brewery,satellite_location,flagship,brewery_type,address,city,zipcode,county,latitude,longitude,year_established,guild_member,production_data_2017,production_data_2022,closed_since_2022,untappd_profile_link,rating,total_visits,unique_visits,monthly_visits
192 Brewing Company,Mount Vernon,0,taproom,1405 South 2nd Street,Mount Vernon,98273,Skagit,48.41177416,-122.3379704,2010,1,1,1,1,https://untappd.com/192BrewingCo,3.38,6395.0,3187.0,3.0
192 Brewing Company,,1,brewpub,7324 NE 175th Street Ste F,Kenmore,98028,King,47.7566771,-122.2425016,2010,1,1,1,0,https://untappd.com/192BrewingCo,3.38,6395.0,3187.0,3.0
20 Corners Brewing Company,,1,brewpub,14148 NE 190th St - Suite A,Woodinville,98072,King,47.76506654,-122.1510149,2016,0,1,1,0,https://untappd.com/20CornersBrewingCompany,3.73,27614.0,8960.0,46.0
210 Brewing Company,,1,taproom,3438 Stoluckquamish Lane,Arlington,98223,Snohomish,48.2135319,-122.1848541,2015,1,1,0,0,https://untappd.com/210Brewing,3.53,2357.0,1030.0,20.0
23rd Ave Brewery,,1,micro,2313 S Jackson St,Seattle,98144,King,47.59927,-122.3018,2018,0,0,1,0,https://untappd.com/23rdAveBrewery,3.66,105.0,71.0,5.0
4 Stitch Brewing Company,,1,brewpub,16709 9th Ave SE,Mill Creek,98012,Snohomish,47.84617437,-122.2201877,2017,1,0,1,0,https://untappd.com/4StitchBrewingCompany,3.85,764.0,226.0,15.0
5 North Brewing Company,,1,taproom,6501 N Cedar Rd,Spokane,99208,Spokane,47.71758683,-117.4328496,2020,0,0,1,1,https://untappd.com/w/5-north-brewing-company/459754,3.63,770.0,256.0,0.0
5 Rights Brewing Company,,1,brewpub,1514 3rd Street,Marysville,98270,Snohomish,48.05083967,-122.1766716,2015,0,1,1,0,https://untappd.com/5RightsBrewing,3.98,13101.0,2283.0,58.0
54°40' Brewing Company,,1,brewpub,3801 S Truman Rd #1,Washougal,98671,Clark,45.56483205,-122.3270743,2015,0,1,1,0,https://untappd.com/5440BrewingCompany,3.69,36450.0,14677.0,61.0
5th Line Brewing Company,,1,micro,1015 E Lincoln Ave Ste 106,Yakima,98901,Yakima,46.60902802,-120.4939929,2021,1,0,1,0,https://untappd.com/5thlinebrewingco,3.65,1586.0,526.0,25.0
7 Seas Brewing Company,Tacoma,1,taproom,2101 Jefferson Ave,Tacoma,98402,Pierce,47.242638,-122.439135,2009,1,1,1,0,https://untappd.com/7seasbrewing,3.71,114777.0,32741.0,181.0
7 Seas Brewing Company,Gig Harbour,0,brewpub,2905 Harborview Dr,Gig Harbor,98335,Pierce,47.32760196,-122.5774155,2009,1,1,1,0,https://untappd.com/7seasbrewing,3.71,114777.0,32741.0,181.0
Acorn Brewing,,1,taproom,2105 E Meridian,Edgewood,98371,Pierce,47.237965,-122.293459,2021,1,0,1,0,https://untappd.com/Acorn_Brewing,3.74,6085.0,1576.0,15.0
Airways Brewing Company,Pacific Business park,1,brewpub,8611 S 212th St,Kent,98031,King,47.411994,-122.2249666,2010,1,1,1,0,https://untappd.com/airwaysbrewing,3.8,53820.0,18031.0,48.0
Airways Brewing Company,Downtown Kent,0,taproom,320 W Harrison St,Kent,98032,King,47.38212953,-122.2358788,2010,1,1,1,0,https://untappd.com/airwaysbrewing,3.8,53820.0,18031.0,48.0
Ale Spike Camano Island Brewing,,1,brewpub,1244 Moore Rd I-1,Camano,98282,Island,48.2572192,-122.4381311,2018,1,1,1,0,https://untappd.com/AleSpikeCamanoIslandBrewery,3.9,3531.0,505.0,0.0
Anacortes Brewery,,1,micro,320 Commercial Ave,Anacortes,98221,Skagit,48.5192406,-122.6127606,2002,1,1,1,0,https://untappd.com/AnacortesBreweryRockfishGrill,3.58,23166.0,9725.0,47.0
Ancient Lakes Brewing Company,,1,brewpub,1004 F Street SW #12,Quincy,98848,Grant,47.6105405,-122.308173,2010,0,0,1,0,https://untappd.com/ancientlakesbrewing,3.5,355.0,149.0,0.0
Ashtown Brewing Company,,1,taproom,1175 Hudson St,Longview,98632,Cowlitz,46.13661487,-122.9327409,2013,0,1,1,0,https://untappd.com/AshtownBrewingCompany,3.67,9202.0,3353.0,25.0
Aslan Brewing Company,Seattle,0,micro,401 N 36th St Ste 102,Seattle,98103,King,47.651808,-122.354245,2014,1,1,1,0,https://untappd.com/AslanBrewingCompany,3.77,123653.0,41087.0,293.0
Aslan Brewing Company,Bellingham Forest St,1,taproom,1330 N Forest St,Bellingham,98225,Whatcom,48.74801531,-122.4754506,2014,1,1,1,0,https://untappd.com/AslanBrewingCompany,3.77,123653.0,41087.0,293.0
Aslan Brewing Company,Bellingham State St,0,taproom,1322 N State Street,Bellingham,98225,Whatcom,48.74862467,-122.476594,2014,1,1,1,0,https://untappd.com/AslanBrewingCompany,3.77,123653.0,41087.0,293.0
At Large Brewing,,1,brewpub,2730 W Marine View Drive,Everett,98201,Snohomish,47.98158257,-122.2144055,2015,0,1,1,0,https://untappd.com/AtLargeBrewingCompany,3.81,19600.0,4572.0,41.0
Atomic Ale Brewpub and Eatery,,1,micro,1015 Lee Blvd,Richland,99352,Benton,46.27475215,-119.2782028,2005,0,1,1,0,https://untappd.com/w/atomic-ale-brewpub-eatery/15573,3.52,5736.0,1933.0,11.0
Atwood Farm Brewery,,1,micro,4012 Sweet Rd,Blaine,98230,Whatcom,48.979201,-122.698149,2016,0,0,1,0,https://untappd.com/AtwoodFarmBrewery,3.75,3763.0,1969.0,3.0
Audacity Brewing,,1,micro,1208 10th St Suite C,Snohomish,98290,Snohomish,47.924245,-122.096751,2021,1,0,0,0,https://untappd.com/AudacityBrewing,4.08,3854.0,663.0,22.0
Backwoods Brewing Company,,1,taproom,1162 Wind River Rd,Carson,98610,Skamania,45.72871954,-121.8203734,2012,0,1,1,0,https://untappd.com/BackwoodsBrewingCompany,3.72,147978.0,49689.0,431.0
Bad Jimmy's Brewing Company,,1,alt prop,4358 Leary Way Nw,Seattle,98107,King,47.6596601,-122.365556,2014,0,1,1,0,https://untappd.com/BadJimmysBrewingCo,3.58,27018.0,9433.0,3.0
Badass Backyard Brewing,,1,brewpub,1415 N Argonne Rd,Spokane Valley,99212,Spokane,47.66990294,-117.282921,2015,1,1,1,0,https://untappd.com/Badass-Backyard-Brewing,3.6,3786.0,1046.0,4.0
Badger Mountain Brewing Company,,1,taproom,1 Orondo Avenue,Wenatchee,98801,Chelan,47.423866,-120.309043,2013,0,0,0,0,https://untappd.com/BadgerMountainBrewing,3.6,6580.0,2812.0,2.0
Bainbridge Brewing Company,Coppertop Park,1,taproom,9415 Coppertop Loop Suite 103-104,Bainbridge Island,98110,Kitsap,47.65010066,-122.5194436,2012,1,1,1,0,https://untappd.com/BainbridgeIslandBrewing,3.67,42244.0,16823.0,89.0
Bainbridge Brewing Company,Downtown Winslow,0,regional,500 Winslow Way East,Bainbridge Island,98110,Kitsap,47.6250242,-122.514901,2012,1,1,1,0,https://untappd.com/BainbridgeIslandBrewing,3.67,42244.0,16823.0,89.0
Bale Breaker Brewing Company,Yakima,1,taproom,1801 Birchfield Rd,Yakima,98901,Yakima,46.577022,-120.435339,2013,1,1,1,0,https://untappd.com/BaleBreakerBrewing,3.88,262528.0,70287.0,845.0
Bale Breaker Brewing Company,Seattle,0,taproom,826 NW 49th St,Seattle,98107,King,47.66452825,-122.3680346,2013,1,1,1,0,https://untappd.com/BaleBreakerBrewing,3.88,262528.0,70287.0,845.0
Bardic Brewing and Cider,,1,brewpub,15412 E Sprague Ave Suite 14,Spokane Valley,99037,Spokane,47.65694705,-117.197867,2019,0,0,1,0,https://untappd.com/Bardic_Brewing,3.94,1312.0,316.0,12.0
Barhop Brewing,Port Angeles Railroad Ave,1,brewpub,124 W Railroad Ave,Port Angeles,98362,Clallam,48.12089402,-123.4325304,2011,0,1,1,0,https://untappd.com/BarhopBrewing,3.64,10564.0,4091.0,30.0
Barhop Brewing,Port Angeles 19th St,0,micro,2506 W 19th St,Port Angeles,98363,Clallam,48.1217165,-123.4948628,2011,0,1,1,0,https://untappd.com/BarhopBrewing,3.64,10564.0,4091.0,30.0
Barley POP! Brewing,,1,micro,4715 86th pl ne,Marysville,98270,Snohomish,48.05181215,-122.1772295,1999,1,0,1,0,https://untappd.com/BarleyPOPBrewing,3.77,295.0,151.0,0.0
Barrel Mountain Brewing,,1,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,1,1,0,https://untappd.com/BarrelMountainBrewing,3.76,20278.0,9367.0,107.0
Bastion Brewing Company,,1,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,1,1,0,https://untappd.com/BastionBrewingCompany,3.72,10230.0,3073.0,42.0
Beach Cat Brewing,,1,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,1,0,https://untappd.com/w/beach-cat-brewing/461545,3.75,2695.0,954.0,55.0
Beardslee Public House,,1,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,1,1,0,https://untappd.com/w/beardslee-public-house/159258,3.64,18445.0,5449.0,28.0
Bellevue Brewing Company,,1,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,1,1,0,https://untappd.com/bellevuebrewingcompany,3.65,56199.0,20109.0,86.0
Bellwether Brewing Company,,1,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,1,1,0,https://untappd.com/BellwetherBrewingCompany,3.74,9852.0,2062.0,31.0
Bennidito's Brewpub,,1,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,1,1,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3.65,3330.0,1162.0,5.0
Bent Bine Brewing Company,,1,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,1,1,0,https://untappd.com/BentBineBrewCo,3.66,3925.0,1410.0,13.0
Bickersons Brewhouse,,1,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,1,0,https://untappd.com/BickersonsBrewhouse,3.8,8272.0,2349.0,53.0
Big Barn Brewing Company,,1,taproom,16004 N Applewood Lane,Mead,99021,Spokane,47.80600384,-117.2566322,2013,1,1,1,0,https://untappd.com/BigBarnBrewingCompany,3.62,10545.0,3289.0,17.0
Big Block Brewing,Sammamish,1,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,1,1,0,https://untappd.com/bigblockbrews,3.81,16653.0,3113.0,43.0
Big Block Brewing,Redmond,0,brewpub,14950 NE 95th St,Redmond,98052,King,47.6864002,-122.1411306,2014,0,1,1,0,https://untappd.com/bigblockbrews,3.81,16653.0,3113.0,43.0
Big House Brewpub,,1,brewpub,11 S Palouse St,Walla Walla,99362,Walla Walla,46.0690413,-118.3347678,2019,1,0,0,0,https://untappd.com/BigHouseBrewPub,3.59,1105.0,579.0,11.0
Big Time Brewery,,1,brewpub,4133 University Ave NE,Seattle,98105,King,47.65795447,-122.3136539,1988,0,1,1,0,https://untappd.com/BigTimeBrewingCompany,3.66,28826.0,9590.0,45.0
Birdsview Brewing Company,,1,micro,38302 State Rt 20,Concrete,98237,Skagit,48.52822071,-121.9130771,2006,0,1,1,0,https://untappd.com/BirdsviewBrewingCompany,3.59,5458.0,2087.0,5.0
Bizarre Brewing,,1,brewpub,4441 26th Ave W Suite A,Seattle,98199,King,47.66058456,-122.3902884,2022,1,0,1,0,https://untappd.com/BizarreBrewing,3.92,6935.0,2333.0,342.0
Black Fleet Brewing,,1,taproom,2302 Fawcett Ave,Tacoma,98402,Pierce,47.240775,-122.440565,2019,1,0,0,0,https://untappd.com/BlackFleetBrewing,3.72,7362.0,2152.0,12.0
Black Label Brewing Company,,1,micro,W 19 Main Ave,Spokane,99201,Spokane,47.6587606,-117.41198,2015,0,1,1,0,https://untappd.com/BlackLabelBrewingCompany,3.71,10616.0,2867.0,4.0
Black Raven Brewing Company,Woodinville,1,micro,15902 Woodinville-Redmond Rd NE,Woodinville,98072,King,47.74648386,-122.1631586,2009,1,1,1,0,https://untappd.com/BlackRavenBrewingCompany,3.8,255112.0,70172.0,760.0
Black Raven Brewing Company,Redmond,0,brewpub,14679 NE 95th St,Redmond,98052,King,47.68549171,-122.1455104,2009,1,1,1,0,https://untappd.com/BlackRavenBrewingCompany,3.8,255112.0,70172.0,760.0
Blackbeard's Brewing Company,,1,brewpub,700 W Ocean Ave,Westport,98595,Grays Harbor,46.88708755,-124.1119257,2015,0,1,1,0,https://untappd.com/Blackbeards,3.56,5040.0,1841.0,18.0
Blewett Brewing Company,,1,micro,911 Commercial Street,Leavenworth,98826,Chelan,47.5966521,-120.6561619,2016,1,1,1,0,https://untappd.com/BlewettBrewing,3.76,15996.0,5265.0,30.0
Bluebird Microcreamery and Brewery,,1,nanobrewery,7415 Greenwood Ave N,Seattle,98103,King,47.6830284,-122.355485,2012,0,0,0,0,https://untappd.com/w/bluebird-microcreamery-brewery/41428,3.63,1345.0,925.0,0.0
Bombing Range Brewing Company,,1,micro,2000 Logston Blvd #126,Richland,99354,Benton,46.318477,-119.301893,2017,0,1,1,0,https://untappd.com/w/bombing-range-brewing-company/298095,3.79,5773.0,1492.0,38.0
Bosk Brew Works,,1,alt prop,14350 NE 193Rd Pl Building C,Woodinville,98072,King,47.76769213,-122.1484418,2018,1,0,0,0,https://untappd.com/BoskBrewWorks,3.71,10508.0,4283.0,13.0
Bottle Bay Brewing Company,,1,brewpub,503 E 30th Ave,Spokane,99203,Spokane,47.62733743,-117.4029121,2020,0,0,1,0,https://untappd.com/BottleBayBrewingCo,3.74,1240.0,378.0,4.0
Boundary Bay Brewery,,1,brewpub,1107 Railroad Ave,Bellingham,98225,Whatcom,48.74721696,-122.4810156,1995,1,1,1,0,https://untappd.com/bbaybrewery,3.7,96943.0,34203.0,180.0
BreakThru Brewing Company,,1,taproom,8611 S 212th St,Kent,98031,King,47.411994,-122.2249666,2021,1,0,1,0,https://untappd.com/BreakThruBrewingCompany,4.13,3796.0,1622.0,36.0
Brewbakers Brewing Company,,1,micro,11927 84th St Ne,Lake Stevens,98258,Snohomish,48.07243446,-122.0676933,2015,0,1,1,0,https://untappd.com/w/brewbakers-brewery-wa/219768,3.45,306.0,165.0,0.0
Brick West Brewing Company,,1,brewpub,1318 West 1St Ave Ste 1,Spokane,99201,Spokane,47.6565999,-117.4314751,2020,1,0,1,0,https://untappd.com/BrickWestBrewing,3.77,11323.0,4045.0,99.0
Bron Yr Aur Brewing Company,,1,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,1,1,0,https://untappd.com/BronYrAurBrew,3.69,5059.0,1778.0,7.0
Brother Ass Brewing,,1,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,1,0,0,https://untappd.com/BrotherAssBrewing,3.62,3441.0,1617.0,6.0
Brothers Cascadia Brewing,,1,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,1,0,0,https://untappd.com/BrothersCascadia,3.88,39548.0,8834.0,251.0
Bugu Brewing Company,,1,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,1,0,https://untappd.com/BuguBrewing,3.77,1029.0,300.0,12.0
Burke-Gilman Brewing Company,,1,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,1,0,https://untappd.com/BurkeGilmanBrewingCompany,3.99,18601.0,3602.0,136.0
Burwood Brewing Company,,1,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,1,1,0,https://untappd.com/BurwoodBrewingCompany,3.6,6780.0,2622.0,21.0
Byron Street Brewery,,1,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,1,0,https://untappd.com/w/byron-street/529245,3.56,139.0,60.0,0.0
Cairn Brewing,,1,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,1,0,0,https://untappd.com/CairnBeer,3.83,21213.0,3497.0,107.0
Camas Brewing Company,,1,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,0,1,1,https://untappd.com/CamasBrewingCo,3.57,377.0,219.0,0.0
Camp Colvos Brewing,Vashon,1,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,0,0,https://untappd.com/CampColvosBrewing,3.78,5539.0,2269.0,33.0
Camp Colvos Brewing,Tacoma,0,taproom,2104 Commerce St,Tacoma,98402,Pierce,47.24283525,-122.4371278,2018,0,0,0,0,https://untappd.com/CampColvosBrewing,3.78,5539.0,2269.0,33.0
Cardinal Craft Brewing,,1,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,0,0,https://untappd.com/CardinalCraftBrewing,3.56,673.0,369.0,4.0
Chainline Brewing Company,,1,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,1,1,0,https://untappd.com/ChainlineBrewingCompany,3.78,34339.0,12273.0,95.0
Chaos Bay Brewing Company,,1,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,1,0,https://untappd.com/DerBlokkenBrewery,3.46,7701.0,2679.0,7.0
Chief Spring's Fire and Irons Brewpub,,1,micro,148 E Main St,Dayton,99328,Columbia,46.31924865,-117.9813348,2013,1,1,1,0,https://untappd.com/ChiefSpringsFireIronsBrewpub,3.53,1322.0,398.0,3.0
Chuckanut Brewery,,1,taproom,11937 Higgins Airport Way,Burlington,98233,Skagit,48.47346346,-122.4119584,2008,1,1,1,0,https://untappd.com/ChuckanutBrewery,3.73,65152.0,24135.0,248.0
Cloudburst Brewing,Western Ave,1,taproom,2116 Western Ave,Seattle,98121,King,47.61141494,-122.3449973,2015,1,1,1,0,https://untappd.com/CloudburstBrewing,4.0,193420.0,41485.0,584.0
Cloudburst Brewing,Shilshole Ave,0,taproom,5456 Shilshole Ave Nw,Seattle,98107,King,47.66770921,-122.3863387,2015,1,1,1,0,https://untappd.com/CloudburstBrewing,4.0,193420.0,41485.0,584.0
Cole Street Brewery,,1,brewpub,2551 Cole Street-Suite R,Enumclaw,98022,King,47.2038796,-121.98903,2014,0,1,1,0,https://untappd.com/ColeStreetBreweryEnumclaw,3.6,4847.0,1382.0,0.0
Columbia Valley Brewing Company,,1,brewpub,538 Riverside Dr,Wenatchee,98801,Chelan,47.432981,-120.313688,2011,0,0,1,0,https://untappd.com/ColumbiaValleyBrewery,3.47,1791.0,896.0,0.0
Cowiche Creek Brewing Company,,1,micro,514 Thompson Rd,Cowiche,98923,Yakima,46.65831896,-120.6834142,2018,1,1,0,0,https://untappd.com/CowicheCreek,3.74,3785.0,1764.0,10.0
Craft Brewing Academy/Skagit Valley College,,1,taproom,2405 East College Way,Mount Vernon,98273,Skagit,48.4377631,-122.350448,1996,0,1,1,0,https://untappd.com/CardinalCraftBrewing,3.56,673.0,369.0,4.0
Crane's Castle Brewing Company,,1,taproom,1550 NE Riddell Rd Suite #180,Bremerton,98310,Kitsap,47.60686,-122.6281819,2018,0,0,1,0,https://untappd.com/CranesCastleBrewing,3.7,3847.0,732.0,20.0
Crooked Label Brewing Company,,1,brewpub,773 Village Way,Monroe,98272,Snohomish,47.850331,-121.98083,2021,0,0,1,0,https://untappd.com/w/crooked-label-brewing-company/487482,3.8,500.0,193.0,4.0
Crossbuck Brewing,,1,micro,410 N 2nd Ave,Walla Walla,99362,Walla Walla,46.07018805,-118.342071,2018,1,0,1,0,https://untappd.com/xbuckbrewing,3.74,4989.0,2055.0,45.0
Crossed Arrows Brewery,,1,taproom,14004 Purdy Dr Gig harbor,Gig Harbor,98332,Pierce,47.3853763,-122.6292102,2019,0,0,1,0,https://untappd.com/Crossed_Arrows_Brewery,3.48,64.0,56.0,0.0
Crucible Brewing Company,Woodinville Forge,0,taproom,12826 NE 178th St Ste C,Woodinville,98072,King,47.75649976,-122.1685679,2015,0,1,1,1,https://untappd.com/CrucibleBrewing,3.82,52368.0,11793.0,92.0
Crucible Brewing Company,Everett,1,micro,909 SE Everett Mall Way Ste D440,Everett,98208,Snohomish,47.91063493,-122.2196672,2015,0,1,1,0,https://untappd.com/CrucibleBrewing,3.82,52368.0,11793.0,92.0
Cursed Brewing,,1,taproom,3108 S Lloyd Ln,Spokane,99223,Spokane,47.6259653,-117.3437658,2022,1,0,1,1,https://untappd.com/CursedBrewing,4.25,798.0,164.0,13.0
Deep Draft Brewing,,1,brewpub,3536 W Belfair Valley Rd,Bremerton,98312,Kitsap,47.5291651,-122.699005,2016,0,0,1,0,https://untappd.com/Deep_Draft_Brewing_Co,3.76,3649.0,1410.0,12.0
Diamond Knot Brewing Company,Front St Mukilteo,1,brewpub,621 Front St,Mukilteo,98275,Snohomish,47.94855427,-122.3049752,1993,1,1,1,0,https://untappd.com/diamondknot,3.6,102714.0,36405.0,134.0
Diamond Knot Brewing Company,Chennault Beach road,0,brewpub,4602 Chennault Beach Rd,Mukilteo,98275,Snohomish,47.8961112,-122.2955186,1993,1,1,1,0,https://untappd.com/diamondknot,3.6,102714.0,36405.0,134.0
Diamond Knot Brewing Company,mountlake terrace,0,taproom,5602 232nd St Sw,Mountlake Terrace,98043,Snohomish,47.7879417,-122.3092553,1993,1,1,1,0,https://untappd.com/diamondknot,3.6,102714.0,36405.0,134.0
Dick's Brewing Company,,1,taproom,3516 Galvin Road,Centralia,98531,Lewis,46.73549248,-122.9999643,1994,0,1,1,0,https://untappd.com/DicksBrewingCompany,3.42,47587.0,19952.0,69.0
Dirty Couch Brewing,,1,taproom,2715 W Fort St,Seattle,98199,King,47.66117377,-122.3919126,2017,0,0,1,0,https://untappd.com/DirtyCouchBrewing,3.95,15463.0,4517.0,54.0
Discovery Bay Brewing,,1,brewpub,948 North Park Ave,Port Townsend,98368,Jefferson,48.1066899,-122.8026616,2018,0,0,1,0,https://untappd.com/DiscoveryBayBrewing,3.56,2136.0,790.0,16.0
District Brewing,,1,taproom,520 Main St,Mt Vernon,98273,Skagit,48.41945088,-122.3387976,2021,1,0,1,0,https://untappd.com/w/district-brewing/461833,3.79,4110.0,1718.0,53.0
Dog and Pony Brewing Company,,1,taproom,5427 Binder Rd,Cashmere,98815,Chelan,47.5084445,-120.4777708,2016,0,0,0,0,https://untappd.com/DogPonyBrewingCompany,3.94,119.0,70.0,0.0
Dog Days Brewing,,1,taproom,260 4th St,Bremerton,98337,Kitsap,47.5658854,-122.6247931,2017,0,1,1,0,https://untappd.com/DogDaysBrewery,3.57,6951.0,1845.0,13.0
Doghaus Brewery,,1,brewpub,321 9th St,Leavenworth,98826,Chelan,47.5948746,-120.660143,2015,1,1,1,0,https://untappd.com/DoghausBrewery,3.7,10188.0,3886.0,19.0
Doomsday Brewing Company,Washougal,1,brewpub,421 C St Unit 1B,Washougal,98671,Clark,45.58082254,-122.3732983,2012,0,1,1,0,https://untappd.com/DoomsdayBrewingCompany,3.55,15060.0,5519.0,16.0
Doomsday Brewing Company,Hazel Dell town center,0,micro,9301 NE 5th Ave Suite 120,Vancouver,98665,Clark,45.6879658,-122.6666069,2012,0,1,1,0,https://untappd.com/DoomsdayBrewingCompany,3.55,15060.0,5519.0,16.0
Doomsday Brewing Company,Arnada Safehouse,0,micro,1919 Main Street,Vancouver,98660,Clark,45.6363044,-122.6713005,2012,0,1,1,0,https://untappd.com/DoomsdayBrewingCompany,3.55,15060.0,5519.0,16.0
Double Bluff Brewing Company,,1,micro,112 Anthes Ave,Langley,98260,Island,48.04026045,-122.4095264,2015,1,0,0,0,https://untappd.com/DBLFBrewing,3.71,4127.0,1589.0,19.0
Downpour Brewing,,1,brewpub,10991 NE State Highway 104,Kingston,98346,Kitsap,47.80129209,-122.5002286,2014,0,1,1,0,https://untappd.com/Downpour_Brewing,3.69,6538.0,1904.0,10.0
Dreadnought Brewing,,1,micro,16726 146th St SE Suite 153,Monroe,98272,Snohomish,47.864151,-122.006187,2015,0,1,1,0,https://untappd.com/DreadnoughtBrewing-brewer,3.81,8956.0,2692.0,23.0
Dru Bru,Snoqualmie Pass,1,micro,10 Pass Life Way,Snoqualmie Pass,98068,King,47.4211528,-121.4124,2014,1,1,1,0,https://untappd.com/DruBru,3.7,53345.0,18592.0,226.0
